protein_id	organism_name	kingdom	protein_length	TM_helix_presence	class	cv_subset
P53854	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	179	False	Training	2
P62249	Homo sapiens	Metazoa	146	False	Training	2
Q99575	Homo sapiens	Metazoa	1024	False	Training	2
P38325	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	134	True	Training	2
Q9S720	Arabidopsis thaliana	Viridiplantae	247	False	Training	2
O74113	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	638	False	Training	2
Q8LGJ5	Arabidopsis thaliana	Viridiplantae	276	False	Training	2
P34087	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	171	False	Training	2
Q9SIU2	Arabidopsis thaliana	Viridiplantae	848	False	Training	2
O70433	Mus musculus	Metazoa	279	False	Training	2
Q3V0B4	Mus musculus	Metazoa	1847	True	Training	2
Q8GYH7	Arabidopsis thaliana	Viridiplantae	249	False	Training	2
Q10432	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	735	False	Training	2
Q8L794	Arabidopsis thaliana	Viridiplantae	478	False	Training	2
Q96N11	Homo sapiens	Metazoa	449	False	Training	2
Q62261	Mus musculus	Metazoa	2363	False	Training	2
Q09130	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	446	False	Training	2
Q18616	Caenorhabditis elegans	Metazoa	537	False	Training	2
Q9Y5S8	Homo sapiens	Metazoa	564	True	Training	2
Q9W148	Drosophila melanogaster	Metazoa	731	False	Training	2
Q7Z7G2	Homo sapiens	Metazoa	160	False	Training	2
Q9H4Z3	Homo sapiens	Metazoa	704	False	Training	2
P38806	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	282	False	Training	2
P80680	Zea mays	Viridiplantae	97	False	Training	2
Q9BS16	Homo sapiens	Metazoa	269	False	Training	2
P32569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	687	False	Training	2
P99028	Mus musculus	Metazoa	89	False	Training	2
Q8R400	Mus musculus	Metazoa	80	True	Training	2
Q9HB96	Homo sapiens	Metazoa	536	False	Training	2
Q9LFP6	Arabidopsis thaliana	Viridiplantae	367	True	Training	2
O22287	Arabidopsis thaliana	Viridiplantae	361	False	Training	2
B4DJY2	Homo sapiens	Metazoa	109	True	Training	2
P18296	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1828	False	Training	2
Q2THW7	Rattus norvegicus	Metazoa	715	True	Training	2
Q8VWG3	Arabidopsis thaliana	Viridiplantae	303	False	Training	2
Q9SPU7	Arabidopsis thaliana	Viridiplantae	1123	False	Training	2
O76054	Homo sapiens	Metazoa	403	False	Training	2
P32445	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	135	False	Training	2
Q22355	Caenorhabditis elegans	Metazoa	377	False	Training	2
O14044	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241	False	Training	2
Q9VBW9	Drosophila melanogaster	Metazoa	419	False	Training	2
Q9VKV5	Drosophila melanogaster	Metazoa	319	False	Training	2
Q9Y287	Homo sapiens	Metazoa	266	True	Training	2
Q9QXV1	Mus musculus	Metazoa	362	False	Training	2
Q9Z2N6	Rattus norvegicus	Metazoa	79	False	Training	2
Q9VLD6	Drosophila melanogaster	Metazoa	315	False	Training	2
Q09683	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	649	False	Training	2
Q9P0U4	Homo sapiens	Metazoa	656	False	Training	2
B8BDQ4	Oryza sativa subsp. indica	Viridiplantae	696	False	Training	2
Q9H1P3	Homo sapiens	Metazoa	480	False	Training	2
Q9NXR7	Homo sapiens	Metazoa	383	False	Training	2
Q9Z2F6	Mus musculus	Metazoa	448	False	Training	2
O78750	Ovis aries	Metazoa	227	True	Training	2
Q54XY4	Dictyostelium discoideum	Amoebozoa	1582	False	Training	2
Q6IR42	Mus musculus	Metazoa	630	False	Training	2
P06838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210	False	Training	2
P22681	Homo sapiens	Metazoa	906	False	Training	2
Q581T1	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Discoba	2167	False	Training	2
Q9Z1B8	Mus musculus	Metazoa	559	False	Training	2
Q7S5M7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	64	True	Training	2
Q03673	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	198	True	Training	2
Q6UXV4	Homo sapiens	Metazoa	268	True	Training	2
Q9V629	Drosophila melanogaster	Metazoa	384	False	Training	2
Q7RYW7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	396	False	Training	2
Q86VP1	Homo sapiens	Metazoa	789	False	Training	2
P38779	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	376	False	Training	2
Q9NZM4	Homo sapiens	Metazoa	1560	False	Training	2
Q15025	Homo sapiens	Metazoa	636	False	Training	2
Q07845	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	632	False	Training	2
P98200	Mus musculus	Metazoa	1148	True	Training	2
P35732	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	738	False	Training	2
Q9LZA6	Arabidopsis thaliana	Viridiplantae	825	False	Training	2
Q920D2	Rattus norvegicus	Metazoa	187	False	Training	2
Q8RWE8	Arabidopsis thaliana	Viridiplantae	442	False	Training	2
Q8ISM1	Giardia intestinalis	Metamonada	755	False	Training	2
Q940M2	Arabidopsis thaliana	Viridiplantae	476	False	Training	2
Q9Y2V0	Homo sapiens	Metazoa	281	False	Training	2
Q9QYK3	Rattus norvegicus	Metazoa	287	False	Training	2
Q9VX31	Drosophila melanogaster	Metazoa	1105	True	Training	2
Q0DUR2	Oryza sativa subsp. japonica	Viridiplantae	92	False	Training	2
P32048	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576	False	Training	2
Q9HE07	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	534	False	Training	2
P10174	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	60	True	Training	2
A0A2K8FQU5	Catharanthus roseus	Viridiplantae	436	False	Training	2
O13894	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	124	False	Training	2
P02381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	398	False	Training	2
A3BK75	Oryza sativa subsp. japonica	Viridiplantae	482	False	Training	2
Q9CAF6	Arabidopsis thaliana	Viridiplantae	950	False	Training	2
Q10274	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	390	False	Training	2
Q94AI4	Arabidopsis thaliana	Viridiplantae	775	False	Training	2
P11325	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	894	False	Training	2
Q8L6Z4	Arabidopsis thaliana	Viridiplantae	430	False	Training	2
Q9H1D9	Homo sapiens	Metazoa	316	False	Training	2
Q92351	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1208	False	Training	2
Q12158	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566	False	Training	2
Q9D6J5	Mus musculus	Metazoa	186	True	Training	2
Q8N895	Homo sapiens	Metazoa	744	False	Training	2
P38751	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	150	False	Training	2
B1AUS7	Mus musculus	Metazoa	101	False	Training	2
Q68CK6	Homo sapiens	Metazoa	577	False	Training	2
Q12497	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	93	False	Training	2
Q9H307	Homo sapiens	Metazoa	717	False	Training	2
Q9UU99	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1008	False	Training	2
Q12986	Homo sapiens	Metazoa	1120	False	Training	2
Q9R085	Rattus norvegicus	Metazoa	952	False	Training	2
Q5THR3	Homo sapiens	Metazoa	1501	False	Training	2
Q8K3Y3	Mus musculus	Metazoa	209	False	Training	2
P38242	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	237	True	Training	2
Q39134	Arabidopsis thaliana	Viridiplantae	476	True	Training	2
A6NJ78	Homo sapiens	Metazoa	407	False	Training	2
P25576	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	258	False	Training	2
P55786	Homo sapiens	Metazoa	919	False	Training	2
Q5XF06	Arabidopsis thaliana	Viridiplantae	469	False	Training	2
P10824	Rattus norvegicus	Metazoa	354	False	Training	2
P37299	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	77	True	Training	2
Q9ZV06	Arabidopsis thaliana	Viridiplantae	236	False	Training	2
Q15847	Homo sapiens	Metazoa	76	False	Training	2
Q9Y5Q5	Homo sapiens	Metazoa	1042	True	Training	2
Q8VZU2	Arabidopsis thaliana	Viridiplantae	304	True	Training	2
Q32MQ0	Homo sapiens	Metazoa	723	False	Training	2
Q8BVN3	Mus musculus	Metazoa	442	True	Training	2
Q9NX55	Homo sapiens	Metazoa	121	False	Training	2
Q05892	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	277	False	Training	2
A2RVJ8	Arabidopsis thaliana	Viridiplantae	434	False	Training	2
O48917	Arabidopsis thaliana	Viridiplantae	477	False	Training	2
Q7ZT48	Xenopus laevis	Metazoa	221	False	Training	2
Q84TI7	Arabidopsis thaliana	Viridiplantae	506	True	Training	2
Q1K8E0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	256	False	Training	2
P46059	Homo sapiens	Metazoa	708	True	Training	2
P46778	Homo sapiens	Metazoa	160	False	Training	2
Q940H2	Arabidopsis thaliana	Viridiplantae	237	False	Training	2
P33411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	251	False	Training	2
Q9Z1P2	Rattus norvegicus	Metazoa	892	False	Training	2
Q86YT5	Homo sapiens	Metazoa	568	True	Training	2
O75832	Homo sapiens	Metazoa	226	False	Training	2
P08468	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	800	False	Training	2
Q15126	Homo sapiens	Metazoa	192	False	Training	2
Q9FNY2	Arabidopsis thaliana	Viridiplantae	385	False	Training	2
Q811A2	Rattus norvegicus	Metazoa	172	True	Training	2
Q93442	Caenorhabditis elegans	Metazoa	2862	False	Training	2
G5EGQ6	Caenorhabditis elegans	Metazoa	2684	True	Training	2
Q12246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	624	False	Training	2
Q8INM3	Drosophila melanogaster	Metazoa	1420	False	Training	2
Q18825	Caenorhabditis elegans	Metazoa	811	False	Training	2
Q18490	Caenorhabditis elegans	Metazoa	142	False	Training	2
Q9UPV0	Homo sapiens	Metazoa	1460	False	Training	2
Q9UHB9	Homo sapiens	Metazoa	627	False	Training	2
Q9P7S7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	508	False	Training	2
Q9SBK6	Brassica rapa subsp. pekinensis	Viridiplantae	392	False	Training	2
Q04013	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314	True	Training	2
P49299	Cucurbita maxima	Viridiplantae	516	False	Training	2
P82249	Spinacia oleracea	Viridiplantae	130	False	Training	2
Q9Y7Z5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	279	True	Training	2
Q01543	Homo sapiens	Metazoa	452	False	Training	2
Q3UK10	Mus musculus	Metazoa	175	False	Training	2
Q9BYE2	Homo sapiens	Metazoa	586	True	Training	2
A6NK58	Homo sapiens	Metazoa	231	False	Training	2
Q5BPF3	Arabidopsis thaliana	Viridiplantae	262	False	Training	2
Q9CAI5	Arabidopsis thaliana	Viridiplantae	465	False	Training	2
P39769	Drosophila melanogaster	Metazoa	1589	False	Training	2
P17665	Mus musculus	Metazoa	63	True	Training	2
P97480	Mus musculus	Metazoa	510	False	Training	2
Q9SA98	Arabidopsis thaliana	Viridiplantae	345	False	Training	2
P39522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	585	False	Training	2
Q6AVI1	Oryza sativa subsp. japonica	Viridiplantae	227	False	Training	2
Q9C8H3	Arabidopsis thaliana	Viridiplantae	776	True	Training	2
P53239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316	True	Training	2
Q9FNN3	Arabidopsis thaliana	Viridiplantae	908	False	Training	2
Q9W4X9	Drosophila melanogaster	Metazoa	721	False	Training	2
Q9VBB3	Drosophila melanogaster	Metazoa	328	False	Training	2
Q55GF9	Dictyostelium discoideum	Amoebozoa	1320	False	Training	2
Q03430	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	361	False	Training	2
O00623	Homo sapiens	Metazoa	359	True	Training	2
Q1MTR4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	424	False	Training	2
P41903	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	349	False	Training	2
O54982	Mus musculus	Metazoa	1121	True	Training	2
Q93W77	Arabidopsis thaliana	Viridiplantae	231	False	Training	2
Q9XUB3	Caenorhabditis elegans	Metazoa	781	False	Training	2
Q12981	Homo sapiens	Metazoa	228	True	Training	2
B1AZ99	Mus musculus	Metazoa	396	False	Training	2
Q15398	Homo sapiens	Metazoa	846	False	Training	2
P35195	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	104	False	Training	2
P25359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394	False	Training	2
Q8H186	Arabidopsis thaliana	Viridiplantae	389	False	Training	2
H3K2Y6	Arabidopsis thaliana	Viridiplantae	2235	False	Training	2
Q80UP5	Mus musculus	Metazoa	588	False	Training	2
Q9FMV1	Arabidopsis thaliana	Viridiplantae	252	False	Training	2
Q84Y18	Arabidopsis thaliana	Viridiplantae	332	False	Training	2
Q4WIN1	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	988	True	Training	2
Q8LFW5	Arabidopsis thaliana	Viridiplantae	277	False	Training	2
P80484	Amphidinium carterae	Sar	370	False	Training	2
Q7XA78	Arabidopsis thaliana	Viridiplantae	264	False	Training	2
Q3ZBF3	Bos taurus	Metazoa	380	False	Training	2
Q31708	Arabidopsis thaliana	Viridiplantae	362	False	Training	2
O13600	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	209	False	Training	2
Q9P7P2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	528	False	Training	2
Q96I76	Homo sapiens	Metazoa	525	False	Training	2
Q99177	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	341	False	Training	2
Q32P44	Homo sapiens	Metazoa	896	False	Training	2
O70404	Mus musculus	Metazoa	101	True	Training	2
Q80W99	Mus musculus	Metazoa	395	True	Training	2
P34224	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	193	True	Training	2
Q58FA4	Mus musculus	Metazoa	860	False	Training	2
Q9D495	Mus musculus	Metazoa	329	False	Training	2
Q6UWZ7	Homo sapiens	Metazoa	409	False	Training	2
P18410	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	259	True	Training	2
Q8BVG4	Mus musculus	Metazoa	862	False	Training	2
Q17569	Caenorhabditis elegans	Metazoa	389	False	Training	2
Q9ES19	Rattus norvegicus	Metazoa	347	False	Training	2
P30706	Pisum sativum	Viridiplantae	457	False	Training	2
P40205	Homo sapiens	Metazoa	109	False	Training	2
Q9SU08	Arabidopsis thaliana	Viridiplantae	904	False	Training	2
Q9LU39	Arabidopsis thaliana	Viridiplantae	317	False	Training	2
Q96NC0	Homo sapiens	Metazoa	199	False	Training	2
P04040	Homo sapiens	Metazoa	527	False	Training	2
Q9JIR4	Rattus norvegicus	Metazoa	1615	False	Training	2
Q62187	Mus musculus	Metazoa	859	False	Training	2
P36517	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	319	False	Training	2
Q3V6T2	Homo sapiens	Metazoa	1871	False	Training	2
Q18PE0	Mus musculus	Metazoa	504	False	Training	2
P00927	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576	False	Training	2
Q02297	Homo sapiens	Metazoa	640	True	Training	2
P43449	Gallus gallus	Metazoa	395	False	Training	2
P52739	Homo sapiens	Metazoa	623	False	Training	2
Q04089	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	582	False	Training	2
O55102	Mus musculus	Metazoa	125	False	Training	2
Q96DY5	Mus musculus	Metazoa	654	True	Training	2
Q76JU9	Mus musculus	Metazoa	300	True	Training	2
Q680B9	Arabidopsis thaliana	Viridiplantae	528	False	Training	2
Q12045	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	647	False	Training	2
Q9Y7X6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	684	False	Training	2
Q12514	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	560	False	Training	2
Q9Y3B8	Homo sapiens	Metazoa	237	False	Training	2
Q86V97	Homo sapiens	Metazoa	674	False	Training	2
Q7K3D8	Drosophila melanogaster	Metazoa	433	False	Training	2
P89114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	91	False	Training	2
Q86X29	Homo sapiens	Metazoa	649	True	Training	2
Q6UXN9	Homo sapiens	Metazoa	313	False	Training	2
Q02630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1113	False	Training	2
Q08558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271	False	Training	2
Q7SGH0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	98	False	Training	2
P48995	Homo sapiens	Metazoa	793	True	Training	2
Q810J8	Mus musculus	Metazoa	777	False	Training	2
P50531	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	606	False	Training	2
Q9UJW9	Homo sapiens	Metazoa	196	False	Training	2
Q94AI6	Arabidopsis thaliana	Viridiplantae	752	False	Training	2
P39995	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	279	False	Training	2
Q1PDI2	Arabidopsis thaliana	Viridiplantae	487	False	Training	2
Q8CGY6	Mus musculus	Metazoa	931	False	Training	2
Q18909	Caenorhabditis elegans	Metazoa	319	False	Training	2
Q94AQ8	Arabidopsis thaliana	Viridiplantae	348	False	Training	2
O60336	Homo sapiens	Metazoa	1514	False	Training	2
Q921E6	Mus musculus	Metazoa	441	False	Training	2
O13803	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	601	False	Training	2
Q84W56	Arabidopsis thaliana	Viridiplantae	911	False	Training	2
Q93YN0	Arabidopsis thaliana	Viridiplantae	187	False	Training	2
O70456	Mus musculus	Metazoa	248	False	Training	2
P36038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271	False	Training	2
P53184	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	216	False	Training	2
P10176	Homo sapiens	Metazoa	69	True	Training	2
Q8S950	Nicotiana tabacum	Viridiplantae	959	False	Training	2
Q8WYK0	Homo sapiens	Metazoa	555	False	Training	2
O08691	Mus musculus	Metazoa	354	False	Training	2
Q14498	Homo sapiens	Metazoa	530	False	Training	2
Q9NRP7	Homo sapiens	Metazoa	1315	False	Training	2
Q6NNL9	Arabidopsis thaliana	Viridiplantae	93	False	Training	2
P23709	Bos taurus	Metazoa	266	False	Training	2
Q9CQ54	Mus musculus	Metazoa	120	True	Training	2
Q9UK99	Homo sapiens	Metazoa	471	False	Training	2
Q06835	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	107	False	Training	2
Q2TBI6	Bos taurus	Metazoa	188	False	Training	2
Q1G3I2	Arabidopsis thaliana	Viridiplantae	117	False	Training	2
Q75GR5	Oryza sativa subsp. japonica	Viridiplantae	281	False	Training	2
Q8WYQ5	Homo sapiens	Metazoa	773	False	Training	2
Q6VMQ6	Homo sapiens	Metazoa	1270	False	Training	2
A0A2R6X6S3	Marchantia polymorpha	Viridiplantae	911	False	Training	2
Q8VDY4	Mus musculus	Metazoa	628	False	Training	2
Q7Z6G3	Homo sapiens	Metazoa	386	False	Training	2
Q24167	Drosophila melanogaster	Metazoa	1507	False	Training	2
Q9Y266	Homo sapiens	Metazoa	331	False	Training	2
O95180	Homo sapiens	Metazoa	2353	True	Training	2
P70278	Mus musculus	Metazoa	393	False	Training	2
Q59NP1	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	251	True	Training	2
Q96S99	Homo sapiens	Metazoa	279	False	Training	2
Q49B96	Homo sapiens	Metazoa	90	False	Training	2
P08067	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	215	True	Training	2
Q17390	Caenorhabditis elegans	Metazoa	791	False	Training	2
Q96K80	Homo sapiens	Metazoa	434	False	Training	2
Q64442	Mus musculus	Metazoa	357	False	Training	2
Q01842	Drosophila melanogaster	Metazoa	732	False	Training	2
Q05CL8	Mus musculus	Metazoa	570	False	Training	2
Q8RY71	Arabidopsis thaliana	Viridiplantae	341	False	Training	2
Q9NUL5	Homo sapiens	Metazoa	291	False	Training	2
P56329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	321	False	Training	2
O14880	Homo sapiens	Metazoa	152	True	Training	2
Q93Y07	Arabidopsis thaliana	Viridiplantae	622	True	Training	2
Q9M8K7	Arabidopsis thaliana	Viridiplantae	167	False	Training	2
Q642G4	Rattus norvegicus	Metazoa	376	True	Training	2
P16862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	959	False	Training	2
Q33DK1	Oryza sativa subsp. japonica	Viridiplantae	203	False	Training	2
O75475	Homo sapiens	Metazoa	530	False	Training	2
Q9NPB1	Homo sapiens	Metazoa	228	False	Training	2
Q04177	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	643	False	Training	2
F4IS91	Arabidopsis thaliana	Viridiplantae	1340	False	Training	2
Q7L5Y1	Homo sapiens	Metazoa	443	False	Training	2
Q9WU79	Mus musculus	Metazoa	599	False	Training	2
Q8IWL8	Homo sapiens	Metazoa	128	False	Training	2
Q02206	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	625	False	Training	2
O14246	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	508	False	Training	2
Q6RI63	Mus musculus	Metazoa	786	False	Training	2
A1Z6S7	Drosophila melanogaster	Metazoa	635	False	Training	2
O94538	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	649	False	Training	2
Q6NZ36	Homo sapiens	Metazoa	180	False	Training	2
O60779	Homo sapiens	Metazoa	497	True	Training	2
Q9LTK0	Arabidopsis thaliana	Viridiplantae	191	False	Training	2
Q9BSD3	Homo sapiens	Metazoa	238	False	Training	2
P38236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366	False	Training	2
Q16873	Homo sapiens	Metazoa	150	True	Training	2
P93045	Arabidopsis thaliana	Viridiplantae	240	False	Training	2
P83267	Hydrolagus colliei	Metazoa	48	False	Training	2
Q9SKT1	Arabidopsis thaliana	Viridiplantae	336	False	Training	2
G5EDM7	Caenorhabditis elegans	Metazoa	627	False	Training	2
Q07381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	788	False	Training	2
O94238	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	134	False	Training	2
Q9Y6K0	Homo sapiens	Metazoa	416	True	Training	2
Q8SWR3	Drosophila melanogaster	Metazoa	435	True	Training	2
O95415	Homo sapiens	Metazoa	125	True	Training	2
Q9LIQ9	Arabidopsis thaliana	Viridiplantae	714	False	Training	2
P46379	Homo sapiens	Metazoa	1132	False	Training	2
Q9QYW0	Rattus norvegicus	Metazoa	523	False	Training	2
Q7YR75	Bos taurus	Metazoa	198	False	Training	2
P54345	Chlamydomonas reinhardtii	Viridiplantae	156	False	Training	2
Q04006	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	179	False	Training	2
Q93VT9	Arabidopsis thaliana	Viridiplantae	220	False	Training	2
P93286	Arabidopsis thaliana	Viridiplantae	442	True	Training	2
P06652	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	596	False	Training	2
Q19972	Caenorhabditis elegans	Metazoa	270	False	Training	2
Q06409	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1932	False	Training	2
Q6NUF4	Xenopus laevis	Metazoa	716	False	Training	2
Q20924	Caenorhabditis elegans	Metazoa	473	True	Training	2
Q12334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	223	False	Training	2
Q9Z266	Mus musculus	Metazoa	136	False	Training	2
Q9DBN1	Mus musculus	Metazoa	621	True	Training	2
P38140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	529	False	Training	2
Q9Y5Q8	Homo sapiens	Metazoa	519	False	Training	2
P82869	Arabidopsis thaliana	Viridiplantae	466	False	Training	2
Q39709	Isochrysis galbana	Haptista	208	True	Training	2
Q9UFW8	Homo sapiens	Metazoa	167	False	Training	2
P42114	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	124	False	Training	2
F4ITM1	Arabidopsis thaliana	Viridiplantae	398	True	Training	2
Q93WL3	Arabidopsis thaliana	Viridiplantae	238	False	Training	2
Q7S711	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	443	False	Training	2
Q96EY5	Homo sapiens	Metazoa	273	False	Training	2
Q96SD1	Homo sapiens	Metazoa	692	False	Training	2
P26017	Drosophila melanogaster	Metazoa	390	False	Training	2
Q84LB6	Solanum lycopersicum	Viridiplantae	417	False	Training	2
Q09904	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1159	False	Training	2
P40565	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	148	False	Training	2
Q9P7Y0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	395	False	Training	2
Q6PH85	Homo sapiens	Metazoa	259	False	Training	2
P30803	Canis lupus familiaris	Metazoa	1265	True	Training	2
P40019	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153	False	Training	2
A0A1S4FPC9	Aedes aegypti	Metazoa	3364	True	Training	2
P48595	Homo sapiens	Metazoa	397	False	Training	2
Q9NVU0	Homo sapiens	Metazoa	708	False	Training	2
P53127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1403	False	Training	2
Q9SNC0	Arabidopsis thaliana	Viridiplantae	182	False	Training	2
P30279	Homo sapiens	Metazoa	289	False	Training	2
P42845	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420	False	Training	2
Q5VW36	Homo sapiens	Metazoa	1801	False	Training	2
Q86YV9	Homo sapiens	Metazoa	775	False	Training	2
P13469	Drosophila melanogaster	Metazoa	542	False	Training	2
Q10148	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	254	False	Training	2
Q91ZR5	Mus musculus	Metazoa	686	True	Training	2
Q15022	Homo sapiens	Metazoa	739	False	Training	2
P07884	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	428	False	Training	2
Q9H7L9	Homo sapiens	Metazoa	328	False	Training	2
Q9C950	Arabidopsis thaliana	Viridiplantae	643	False	Training	2
A1Z8D0	Drosophila melanogaster	Metazoa	459	False	Training	2
Q27368	Drosophila melanogaster	Metazoa	805	False	Training	2
Q708Y0	Arabidopsis thaliana	Viridiplantae	623	False	Training	2
Q2TAP0	Homo sapiens	Metazoa	167	False	Training	2
